,item_id,name,category,price,old_price,sellable_online,short_description,depth,height,width
2904,89286513,BEKANT,Tables & desks,939,No old price,TRUE,"        Storage unit with smart lock,          41x61 cm",45,61,41
2905,10356127,VÄDRA,Tables & desks,30,No old price,TRUE,"        Cover for babycare mat,          48x74 cm",,,48
2906,353761,KLIMPEN,Tables & desks,200,No old price,TRUE,"        Add-on unit,          58x23 cm",23,23,58
2907,30260807,ARKELSTORP,Tables & desks,795,No old price,TRUE,"        Coffee table,          65x140x52 cm",,52,65
2908,79140700,ÖVRARYD,Tables & desks,635,SR 745,TRUE,"        Table,          150x78 cm",,75,78
2909,90365458,TORSKLINT,Tables & desks,100,No old price,TRUE,"        Leg,          70 cm",,70,
2910,366301,BEKANT,Tables & desks,675,No old price,TRUE,"        Table top,          160x80 cm",,,80
2911,29287964,BEKANT,Tables & desks,1769,"SR 2,240",TRUE,"        Reception desk,          160x80 55 cm",80,,
2912,29296690,BEKANT,Tables & desks,6180,No old price,TRUE,"        Conference table,          420x140 cm",,73,140
2913,69276256,MÖCKELBY / HENRIKSDAL,Tables & desks,4265,No old price,TRUE,"        Table and 6 chairs,          235x100 cm",,74,100
2914,60261037,ARKELSTORP,Tables & desks,945,No old price,TRUE,"        Desk,          140x70 cm",70,74,140
2915,69253146,STUVA / FRITIDS,Tables & desks,810,No old price,TRUE,"        Changing table with drawers,          90x79x102 cm",79,102,90
2916,361940,INGATORP,Tables & desks,695,No old price,TRUE,"        Desk,          73x50 cm",50,74,73
2917,90388978,VIKHAMMER,Tables & desks,395,No old price,TRUE,"        Bedside table,          60x39 cm",39,7,60
2918,70340807,EKEDALEN,Tables & desks,795,No old price,TRUE,"        Extendable table,          120/180x80 cm",,75,80
2919,20225334,STUVA,Tables & desks,545,No old price,TRUE,        Changing table/desk,79,102,90
2920,99047145,HILVER / LERBERG,Tables & desks,435,No old price,TRUE,"        Table,          140x65 cm",,,65
2921,19246144,SKOGSTA / NORRARYD,Tables & desks,3555,"SR 3,945",TRUE,"        Table and 6 chairs,          235x100 cm",,74,100
2922,29330811,LINNMON / LERBERG,Tables & desks,175,No old price,TRUE,"        Table,          120x60 cm",,74,60
2923,39335498,LINNMON / ADILS,Tables & desks,145,No old price,TRUE,"        Table,          120x60 cm",,74,60
2924,9282547,BEKANT,Tables & desks,1255,No old price,TRUE,"        Storage unit on castors,          61x101 cm",45,101,61
2925,20116778,BJURSTA,Tables & desks,1195,No old price,TRUE,"        Extendable table,          115/166 cm",,74,
2926,49133616,KALLAX,Tables & desks,755,No old price,TRUE,"        Desk combination,          147x147x159 cm",159,147,147
2927,89297286,MÖRBYLÅNGA / BALTSAR,Tables & desks,6065,No old price,TRUE,"        Table and 6 chairs,          220x100 cm",,,100
2928,9213686,GLASHOLM / ODDVALD,Tables & desks,495,No old price,TRUE,"        Table,          148x73 cm",,71,73
2929,9214233,LINNMON / OLOV,Tables & desks,351,SR 385,TRUE,"        Table,          120x60 cm",,,60
2930,40348664,YPPERLIG,Tables & desks,275,No old price,TRUE,"        Children's table,          74x62 cm",,51,62
2931,49289392,BEKANT,Tables & desks,6614,"SR 7,090",TRUE,"        Desk sit/stand with screen,          160x160 120 cm",,,160
2932,49320774,SVALNÄS,Tables & desks,1840,No old price,TRUE,"        Wall-mounted workspace combination,          233x35x176 cm",35,176,233
2933,59213839,KLIMPEN,Tables & desks,1315,No old price,TRUE,"        Table,          120x60 cm",,73,60
2934,59254165,INGATORP / INGOLF,Tables & desks,2725,No old price,TRUE,"        Table and 4 chairs,          110/155 cm",,74,87
2935,69214230,LINNMON / KRILLE,Tables & desks,385,No old price,TRUE,"        Table,          120x60 cm",,74,60
2936,79061180,BEKANT,Tables & desks,6024,"SR 6,590",TRUE,"        Desk sit/stand with screen,          160x160 55 cm",,,160
2937,79286820,BEKANT,Tables & desks,1039,No old price,TRUE,"        Storage unit with smart lock,          41x101 cm",45,101,41
2938,80278305,BEKANT,Tables & desks,2375,No old price,TRUE,"        Underframe sit/stand crnr table, el,          160x110 cm",,,110
2939,89331332,LINNMON / ADILS,Tables & desks,235,No old price,TRUE,"        Table,          150x75 cm",,74,75
2940,70221423,INGATORP,Tables & desks,945,No old price,TRUE,"        Extendable table,          155/215x87 cm",,74,87
2941,79161486,MELLTORP / ADDE,Tables & desks,359,No old price,TRUE,"        Table and 4 chairs,          125 cm",,72,75
2942,49285817,EKET,Tables & desks,94,No old price,TRUE,"        Wall-mounted shelving unit,          35x35x35 cm",35,35,35
2943,60251335,LINNMON,Tables & desks,195,SR 240,TRUE,"        Corner table top,          120x120 cm",,,120
2944,19220196,LINNMON / OLOV,Tables & desks,285,No old price,TRUE,"        Table,          120x60 cm",,,60
2945,20273594,FLISAT,Tables & desks,449,No old price,TRUE,        Children's desk,67,,92
2946,59221165,GAMLARED / STEFAN,Tables & desks,565,No old price,TRUE,"        Table and 2 chairs,          85 cm",,,
2947,60261626,GERTON,Tables & desks,80,No old price,TRUE,"        Leg, adjustable",,,
2948,40219285,NORDLI,Tables & desks,425,No old price,TRUE,"        Bedside table,          30x50 cm",50,67,30
2949,99215681,LINNMON / GODVIN,Tables & desks,205,SR 275,TRUE,"        Table,          150x75 cm",,74,75
2950,99282538,BEKANT,Tables & desks,1294,No old price,TRUE,"        Storage unit on legs,          61x101 cm",45,101,61
2951,9128947,PÅHL,Tables & desks,325,No old price,TRUE,"        Desk,          128x58 cm",58,,128
2952,69282629,BEKANT,Tables & desks,1325,No old price,TRUE,"        Desk,          140x60 cm",60,,
2953,69297268,NORRÅKER / NORRARYD,Tables & desks,915,"SR 1,045",TRUE,"        Table and 2 chairs,          74x74 cm",,,74
2954,9323623,SMÅGÖRA,Tables & desks,465,No old price,TRUE,        Changing tbl/bookshelf w 2 shlf ut,40,91,60
2955,49007217,GAMLEBY,Tables & desks,2475,No old price,TRUE,"        Table and 4 chairs,          67 cm",,74,78
2956,49336077,LINNMON / FINNVARD,Tables & desks,495,No old price,TRUE,"        Table,          150x75 cm",,,75
2957,69214145,KLIMPEN,Tables & desks,2285,No old price,TRUE,"        Table,          240x60 cm",,73,60
2958,90400517,EKEDALEN,Tables & desks,796,SR 995,TRUE,"        Bar table,          120x80 cm",,105,80
2959,9046433,GERTON,Tables & desks,715,No old price,TRUE,"        Table,          155x75 cm",,,75
2960,9161569,INGATORP / HENRIKSDAL,Tables & desks,2625,No old price,TRUE,"        Table and 4 chairs,          110 cm",,74,
2961,9280930,IDÅSEN,Tables & desks,2845,No old price,TRUE,"        Desk sit/stand,          120x70 cm",,,70
2962,10252974,BEKANT,Tables & desks,825,No old price,TRUE,"        Underframe for corner table top,          160x110 cm",,,110
2963,29046583,BEKANT,Tables & desks,6028,"SR 6,660",TRUE,"        Desk combination,          280x120 cm",120,,
2964,49229925,ÅMLIDEN / KRILLE,Tables & desks,595,No old price,TRUE,"        Table,          120x60 cm",,74,60
2965,50267308,BEKANT,Tables & desks,875,No old price,TRUE,"        Table top,          140x140 cm",,,140
2966,59214240,LINNMON / OLOV,Tables & desks,415,No old price,TRUE,"        Table,          120x60 cm",,,60
2967,59282291,BEKANT,Tables & desks,2920,No old price,TRUE,"        Corner desk left sit/stand,          160x110 cm",,,110
2968,60355446,ALVARET,Tables & desks,95,No old price,TRUE,"        Leg,          70 cm",,70,
2969,69221344,EKEDALEN / ODGER,Tables & desks,1975,No old price,TRUE,"        Table and 4 chairs,          120/180 cm",,,
2970,69229217,EKEDALEN / BERNHARD,Tables & desks,5465,No old price,TRUE,"        Table and 6 chairs,          180/240 cm",,,
2971,79140696,SLÄHULT,Tables & desks,615,No old price,TRUE,"        Table,          185x90 cm",,73,90
2972,80281416,RYDEBÄCK,Tables & desks,300,No old price,TRUE,"        Table top,          150x78x3.7 cm",,,78
2973,89217510,LINNMON / ALEX,Tables & desks,430,SR 500,TRUE,"        Table,          150x75 cm",,74,75
2974,99216652,LINNMON / KRILLE,Tables & desks,475,No old price,TRUE,"        Table,          150x75 cm",,74,75
2975,29917307,INGATORP / INGOLF,Tables & desks,1725,No old price,TRUE,"        Table and 4 chairs,          155 cm",,74,87
2976,20400243,LEN,Tables & desks,89,No old price,TRUE,"        Nursing pillow,          60x50x18 cm",,18,50
2977,50444306,LERHAMN,Tables & desks,299,No old price,TRUE,"        Table,          74x74 cm",,75,74
2978,70419264,SKOGSTA,Tables & desks,1995,No old price,TRUE,"        Dining table,          235x100 cm",,73,100
2979,90297657,LISABO,Tables & desks,395,No old price,TRUE,"        Coffee table,          70x70 cm",,50,70
2980,40426275,SKOGSTORP,Tables & desks,1795,No old price,TRUE,"        Dining table,          155x75 cm",75,78,155
2981,89215672,LINNMON / ADILS,Tables & desks,235,No old price,TRUE,"        Table,          150x75 cm",,74,75
2982,19281024,IDÅSEN,Tables & desks,1295,No old price,TRUE,"        Desk,          120x70 cm",,,70
2983,20433903,MARKERAD,Tables & desks,837,"SR 1,395",TRUE,"        Table,          170x75 cm",,75,75
2984,29304223,EKEDALEN / EKEDALEN,Tables & desks,2375,No old price,TRUE,"        Bar table and 4 bar stools,          120 cm",,,
2985,30250257,KRILLE,Tables & desks,75,No old price,TRUE,"        Leg with castor,          70 cm",,70,
2986,59161487,MELLTORP / JANINGE,Tables & desks,1099,No old price,TRUE,"        Table and 4 chairs,          125 cm",,72,75
2987,40339004,NORRÅKER,Tables & desks,595,No old price,TRUE,"        Bar table,          74x74 cm",,102,74
2988,40348923,TINGBY,Tables & desks,995,No old price,TRUE,"        Table,          180x90 cm",,74,90
2989,59282583,BEKANT,Tables & desks,1295,No old price,TRUE,"        Desk,          120x80 cm",80,,
2990,89281030,IDÅSEN,Tables & desks,1590,No old price,TRUE,"        Desk,          160x80 cm",,,80
2991,9229946,ÅMLIDEN / OLOV,Tables & desks,495,No old price,TRUE,"        Table,          120x60 cm",,,60
2992,39297118,LISABO / RÖNNINGE,Tables & desks,2075,No old price,TRUE,"        Table and 4 chairs,          140x78 cm",,,78
2993,69221297,EKEDALEN / ODGER,Tables & desks,1975,No old price,TRUE,"        Table and 4 chairs,          120/180 cm",,,
2994,69260081,YPPERLIG,Tables & desks,665,No old price,TRUE,        Children's table with 2 benches,,56,62
2995,69282399,BEKANT,Tables & desks,844,No old price,TRUE,"        Storage unit on legs,          41x61 cm",45,61,41
2996,69297249,NORRÅKER / RÖNNINGE,Tables & desks,1085,No old price,TRUE,"        Table and 2 chairs,          74x74 cm",,,74
2997,69331012,LINNMON / LERBERG,Tables & desks,265,No old price,TRUE,"        Table,          150x75 cm",,74,75
2998,79006297,BEKANT,Tables & desks,4240,No old price,TRUE,"        Conference table,          280x140 cm",,73,140
2999,89284689,BEKANT,Tables & desks,1850,No old price,TRUE,"        Conference table,          140x140 cm",,73,140
3000,252875,BEKANT,Tables & desks,925,No old price,TRUE,"        Frame for table top,          140x140 cm",,73,140
3001,340759,EKEDALEN,Tables & desks,995,No old price,TRUE,"        Bar table,          120x80 cm",,105,80
3002,9252197,INGATORP / INGATORP,Tables & desks,3225,No old price,TRUE,"        Table and 4 chairs,          100/155 cm",,74,87
3003,9285701,INGATORP / INGOLF,Tables & desks,3015,No old price,TRUE,"        Table and 6 chairs,          155/215x87 cm",,,87
3004,19240750,INGATORP / INGATORP,Tables & desks,2725,No old price,TRUE,"        Table and 4 chairs,          155 cm",,74,87
3005,19246097,MÖRBYLÅNGA / LEIFARNE,Tables & desks,3075,No old price,TRUE,"        Table and 4 chairs,          140x85 cm",,,
3006,29229931,GERTON / TORSKLINT,Tables & desks,795,No old price,TRUE,"        Table,          155x75 cm",,73,75
3007,29280689,EKEDALEN / BERNHARD,Tables & desks,5465,No old price,TRUE,"        Table and 6 chairs,          180/240 cm",,,
3008,29282532,BEKANT,Tables & desks,1105,No old price,TRUE,"        Storage unit on castors,          41x101 cm",45,101,41
3009,29304765,NORDVIKEN / NORDVIKEN,Tables & desks,3345,No old price,TRUE,"        Table and 6 chairs,          210/289x105 cm",,,105
3010,366749,BEKANT,Tables & desks,495,No old price,TRUE,"        Table top,          140x70 cm",,,70
3011,30255250,BEKANT,Tables & desks,2100,No old price,TRUE,"        Underframe sit/stand f table tp, el,          120x80 cm",,,80
3012,39214321,LINNMON / GODVIN,Tables & desks,410,No old price,TRUE,"        Table,          120x60 cm",,74,60
3013,39280679,INGATORP / INGOLF,Tables & desks,2615,No old price,TRUE,"        Table and 6 chairs,          155/215 cm",,74,87
3014,40368713,NORDVIKEN,Tables & desks,1995,No old price,TRUE,"        Extendable table,          210/289x105 cm",,75,105
3015,49221298,EKEDALEN / LEIFARNE,Tables & desks,1575,No old price,TRUE,"        Table and 4 chairs,          120/180 cm",,,
3016,49297293,TINGBY / NILSOVE,Tables & desks,2575,No old price,TRUE,"        Table and 4 chairs,          180x90 cm",,,90
3017,50268812,BEKANT,Tables & desks,237,SR 395,TRUE,"        Screen for desk,          55 cm",,55,83
3018,59222264,LINNMON / ALVARET,Tables & desks,555,No old price,TRUE,"        Table,          150x75 cm",,74,75
3019,59288212,BEKANT,Tables & desks,6608,"SR 8,180",TRUE,"        Desk with screen,          320x160 120 cm",,,160
3020,79161575,ÖVRARYD / JANINGE,Tables & desks,1535,"SR 1,645",TRUE,"        Table and 4 chairs,          150 cm",,,78
3021,79214319,LINNMON / GODVIN,Tables & desks,440,No old price,TRUE,"        Table,          120x60 cm",,74,60
3022,79288273,BEKANT,Tables & desks,3664,"SR 4,140",TRUE,"        Reception desk sit/stand,          160x80 120 cm",,,80
3023,89214309,LINNMON / ALEX,Tables & desks,420,No old price,TRUE,"        Table,          120x60 cm",,74,60
3024,89252202,INGATORP / INGATORP,Tables & desks,3225,No old price,TRUE,"        Table and 4 chairs,          110/155 cm",,74,
3025,60253184,BEKANT,Tables & desks,545,No old price,TRUE,"        Table top,          120x80 cm",,,80
3026,89297229,NORRÅKER / RÖNNINGE,Tables & desks,1976,"SR 2,125",TRUE,"        Table and 4 chairs,          125x74 cm",,,74
3027,89305173,NORDVIKEN / NORRARYD,Tables & desks,2535,"SR 2,795",TRUE,"        Table and 4 chairs,          152/223x95 cm",,,95
3028,99323925,STENSELE,Tables & desks,550,No old price,TRUE,"        Bar table,          70x70 cm",,104,70
3029,50298418,FLISAT,Tables & desks,349,No old price,TRUE,"        Children's table,          83x58 cm",,48,58
3030,30424007,SUNDVIK,Tables & desks,995,No old price,TRUE,        Changing table/chest of drawers,46,,79
3031,79296857,EKEDALEN / EKEDALEN,Tables & desks,1695,No old price,TRUE,"        Table and 4 chairs,          120/180 cm",,,
3032,79912760,NORBERG / NISSE,Tables & desks,324,No old price,TRUE,"        Table and 1 chair,          74 cm",60,,74
3033,60444301,LERHAMN,Tables & desks,399,No old price,TRUE,"        Table,          118x74 cm",,75,74
3034,19221351,EKEDALEN / EKEDALEN,Tables & desks,2345,No old price,TRUE,"        Table and 6 chairs,          180/240 cm",,,
3035,70340765,EKEDALEN,Tables & desks,995,No old price,TRUE,"        Extendable table,          180/240x90 cm",,75,90
3036,20307037,GULLIVER,Tables & desks,795,No old price,TRUE,        Changing table,54,93,82
3037,39279567,EKEDALEN / EKEDALEN,Tables & desks,2345,No old price,TRUE,"        Table and 6 chairs,          180/240 cm",,,
3038,60447776,LANEBERG,Tables & desks,695,No old price,TRUE,"        Extendable table,          130/190x80 cm",,75,80
3039,30340809,EKEDALEN,Tables & desks,795,No old price,TRUE,"        Extendable table,          120/180x80 cm",,75,80
3040,39180830,STUVA / FÖLJA,Tables & desks,825,No old price,TRUE,"        Changing table with 4 drawers,          90x79x102 cm",79,102,90
3041,60416138,LANEBERG,Tables & desks,695,No old price,TRUE,"        Extendable table,          130/190x80 cm",,75,80
3042,89221475,IKEA PS 2012 / TEODORES,Tables & desks,1085,No old price,TRUE,        Table and 2 chairs,,,
3043,19285866,NORDEN / RÅSKOG,Tables & desks,1067,"SR 1,109",TRUE,"        Table and 2 stools,          89/152 cm",,,
3044,29221765,SVALNÄS,Tables & desks,660,No old price,TRUE,"        Wall-mounted storage combination,          86x35x176 cm",35,176,86
3045,10420152,VANGSTA,Tables & desks,495,No old price,TRUE,"        Extendable table,          120/180x75 cm",,73,75
3046,39931845,TORSBY,Tables & desks,895,No old price,TRUE,"        Table,          135x85 cm",,75,85
3047,40340804,EKEDALEN,Tables & desks,795,No old price,TRUE,"        Extendable table,          120/180x80 cm",,75,80
3048,49022519,BEKANT,Tables & desks,2645,No old price,TRUE,"        Desk sit/stand,          120x80 cm",,,80
3049,49214231,LINNMON / KRILLE,Tables & desks,385,No old price,TRUE,"        Table,          120x60 cm",,74,60
3050,50386245,MÖRBYLÅNGA,Tables & desks,2295,No old price,TRUE,"        Table,          140x85 cm",,75,85
3051,59040344,VÄSTANBY,Tables & desks,1315,"SR 1,495",TRUE,"        Table,          170x78 cm",,75,78
3052,20403878,IDÅSEN,Tables & desks,450,No old price,TRUE,"        Table top,          120x70 cm",,,70
3053,79221310,EKEDALEN / EKEDALEN,Tables & desks,1640,No old price,TRUE,"        Table with 2 chairs and bench,          120/180 cm",,,
3054,80397916,IDÅSEN,Tables & desks,845,No old price,TRUE,"        Underframe for table top,          146x67x76 cm",,76,67
3055,90340769,EKEDALEN,Tables & desks,995,No old price,TRUE,"        Extendable table,          180/240x90 cm",,75,90
3056,99296899,MELLTORP / TEODORES,Tables & desks,249,SR 349,TRUE,"        Table and 2 chairs,          75x75 cm",,,75
3057,19324815,SKARSTA,Tables & desks,1095,No old price,TRUE,"        Desk sit/stand,          160x80 cm",,,80
3058,20206806,IKEA PS 2012,Tables & desks,895,No old price,TRUE,"        Drop-leaf table,          74/106/138x80 cm",,74,80
3059,30353745,GLASHOLM,Tables & desks,345,No old price,TRUE,"        Table top,          148x73 cm",,,73
3060,49304217,EKEDALEN / EKEDALEN,Tables & desks,2176,"SR 2,375",TRUE,"        Bar table and 4 bar stools,          120 cm",,,
3061,59254170,INGATORP / INGOLF,Tables & desks,2725,No old price,TRUE,"        Table and 4 chairs,          110/155 cm",,74,87
3062,59286963,BEKANT,Tables & desks,1350,No old price,TRUE,"        Storage unit with smart lock,          61x101 cm",45,101,61
3063,60247027,GAMLEBY,Tables & desks,1295,No old price,TRUE,"        Gateleg table,          67/134/201x78 cm",,74,78
3064,60353763,KLIMPEN,Tables & desks,495,No old price,TRUE,"        Drawer unit,          33x70 cm",58,70,33
3065,69222249,GERTON,Tables & desks,775,No old price,TRUE,"        Table,          155x75 cm",,73,75
3066,69282525,BEKANT,Tables & desks,1044,No old price,TRUE,"        Storage unit on legs,          41x101 cm",45,101,41
3067,60403881,IDÅSEN,Tables & desks,600,No old price,TRUE,"        Table top,          160x80 cm",,,80
3068,69297292,YPPERLIG / NILSOVE,Tables & desks,2575,No old price,TRUE,"        Table and 4 chairs,          200x90 cm",,,90
3069,70279447,VÄSTANÅ,Tables & desks,595,No old price,TRUE,        Underframe,,70,72
3070,79288032,MÖRBYLÅNGA / TOSSBERG,Tables & desks,5465,No old price,TRUE,"        Table and 6 armchairs,          220x100 cm",,,100
3071,79288230,STENSELE,Tables & desks,450,No old price,TRUE,"        Table,          70 cm",,75,
3072,79320758,SVALNÄS,Tables & desks,1830,No old price,TRUE,"        Wall-mounted workspace combination,          213x35x176 cm",35,176,213
3073,80382439,LISABO,Tables & desks,695,No old price,TRUE,"        Table,          140x78 cm",,74,78
3074,89323921,STENSELE,Tables & desks,450,No old price,TRUE,"        Table,          70x70 cm",,75,70
3075,99331384,LINNMON / OLOV,Tables & desks,375,No old price,TRUE,"        Table,          150x75 cm",,,75
3076,99932615,LINNMON / KRILLE,Tables & desks,265,No old price,TRUE,"        Table,          120x60 cm",,74,60
3077,9061169,BEKANT,Tables & desks,2875,No old price,TRUE,"        Corner desk right sit/stand,          160x110 cm",,,110
3078,9214148,KLIMPEN,Tables & desks,2585,No old price,TRUE,"        Table,          300x75 cm",,73,75
3079,9240779,INGATORP / INGATORP,Tables & desks,2725,No old price,TRUE,"        Table and 4 chairs,          155 cm",,74,87
3080,9251824,MÖRBYLÅNGA / VOLFGANG,Tables & desks,4745,No old price,TRUE,"        Table and 6 chairs,          220x100 cm",,74,100
3081,9259702,LISABO / ODGER,Tables & desks,1875,No old price,TRUE,"        Table and 4 chairs,          140x78 cm",,74,78
3082,9288035,BEKANT,Tables & desks,3304,"SR 4,090",TRUE,"        Desk with screen,          160x160 120 cm",160,,
3083,9335555,LINNMON / LERBERG,Tables & desks,330,No old price,TRUE,"        Table,          200x60 cm",,74,60
3084,10365457,ÅMLIDEN,Tables & desks,295,No old price,TRUE,"        Table top,          120x60 cm",,,60
3085,19130501,SLÄHULT/DALSHULT / LEIFARNE,Tables & desks,1975,No old price,TRUE,"        Table and 4 chairs,          185 cm",,73,90
3086,19131652,MÖRBYLÅNGA / LEIFARNE,Tables & desks,3665,No old price,TRUE,"        Table and 6 chairs,          220x100 cm",,74,100
3087,19252173,VANGSTA / TEODORES,Tables & desks,845,"SR 1,045",TRUE,"        Table and 4 chairs,          120/180 cm",,,
3088,19297275,NORRÅKER / NORRÅKER,Tables & desks,1266,"SR 1,385",TRUE,"        Bar table and 2 bar stools,          74 cm",,,
3089,19305044,MÖRBYLÅNGA / ODGER,Tables & desks,3475,No old price,TRUE,"        Table and 4 chairs,          140x85 cm",,74,85
3090,19335550,LINNMON / ALEX,Tables & desks,460,No old price,TRUE,"        Table,          120x60 cm",,74,60
3091,20340824,EKEDALEN,Tables & desks,795,No old price,FALSE,"        Extendable table,          80/120x70 cm",,75,70
3092,20255321,BEKANT,Tables & desks,545,No old price,TRUE,"        Table top,          140x60 cm",,,60
3093,20368714,NORDVIKEN,Tables & desks,1495,No old price,TRUE,"        Extendable table,          152/223x95 cm",,75,95
3094,29061210,BEKANT,Tables & desks,3249,"SR 3,690",TRUE,"        Reception desk sit/stand,          160x80 55 cm",,,80
3095,29296906,MÖRBYLÅNGA / ODGER,Tables & desks,4265,No old price,TRUE,"        Table and 6 chairs,          220x100 cm",,,100
3096,29331354,LINNMON / KRILLE,Tables & desks,475,No old price,TRUE,"        Table,          150x75 cm",,74,75
3097,30247104,SLÄHULT,Tables & desks,420,No old price,TRUE,"        Table top,          185x90x2 cm",,,90
3098,30252911,BEKANT,Tables & desks,700,No old price,TRUE,"        Underframe for table top,          120x80 cm",,,80
3099,30255325,BEKANT,Tables & desks,725,No old price,TRUE,"        Underframe for table top,          140x60 cm",,,60
3100,30279449,VÄSTANBY,Tables & desks,720,SR 900,TRUE,"        Table top,          170x78x5 cm",,,78
3101,30366286,BEKANT,Tables & desks,545,No old price,TRUE,"        Right-hand corner table top,          160x110 cm",,,110
3102,39284677,BEKANT,Tables & desks,2480,No old price,TRUE,"        Conference table,          140 cm",,73,140
3103,39297156,STENSELE / RÖNNINGE,Tables & desks,1140,No old price,TRUE,        Table and 2 chairs,,,
3104,39305180,NORDVIKEN / LEIFARNE,Tables & desks,2275,No old price,TRUE,"        Table and 4 chairs,          152/223x95 cm",,,95
3105,49284610,BEKANT,Tables & desks,1240,No old price,TRUE,"        Conference table,          140x70 cm",,73,70
3106,49304769,NORDVIKEN / LEIFARNE,Tables & desks,3165,No old price,TRUE,"        Table and 6 chairs,          210/289x105 cm",,,105
3107,49331310,LINNMON / KRILLE,Tables & desks,385,No old price,TRUE,"        Table,          120x60 cm",,74,60
3108,49335515,LINNMON / OLOV,Tables & desks,285,No old price,TRUE,"        Table,          120x60 cm",,,60
3109,59131626,MÖRBYLÅNGA / BERNHARD,Tables & desks,6965,No old price,TRUE,"        Table and 6 chairs,          220x100 cm",,74,100
3110,59161492,MÖCKELBY / NORRARYD,Tables & desks,4055,"SR 4,445",TRUE,"        Table and 6 chairs,          235x100 cm",,74,100
3111,59277015,MÖCKELBY / HENRIKSDAL,Tables & desks,4265,No old price,TRUE,"        Table and 6 chairs,          235x100 cm",,74,100
3112,59287929,BEKANT,Tables & desks,3064,"SR 3,690",TRUE,"        Desk with screen,          160x160 55 cm",,,160
3113,60252877,BEKANT,Tables & desks,745,No old price,TRUE,"        Frame for half-round table top,          140x70 cm",,73,70
3114,60278306,BEKANT,Tables & desks,2275,No old price,TRUE,"        Underframe sit/stand f table tp, el,          160x80 cm",,,80
3115,69130612,VÄSTANBY/VÄSTANÅ / LEIFARNE,Tables & desks,2095,"SR 2,275",TRUE,"        Table and 4 chairs,          170 cm",,75,78
3116,69161552,RYDEBÄCK/BACKARYD / JANINGE,Tables & desks,1395,"SR 1,450",TRUE,"        Table and 4 chairs,          150 cm",,75,78
3117,69213928,KLIMPEN,Tables & desks,1515,No old price,TRUE,"        Table,          120x60 cm",,73,60
3118,69221283,EKEDALEN / ODGER,Tables & desks,1149,"SR 1,385",FALSE,"        Table and 2 chairs,          80/120 cm",,,
3119,69229222,EKEDALEN / HENRIKSDAL,Tables & desks,2765,No old price,TRUE,"        Table and 6 chairs,          180/240 cm",,,
3120,69229934,LINNMON / TORSKLINT,Tables & desks,459,No old price,TRUE,"        Table,          100x60 cm",,74,60
3121,79046991,BEKANT,Tables & desks,1834,"SR 2,590",TRUE,"        Reception desk,          160x80 120 cm",80,,
3122,80356341,KLIMPEN,Tables & desks,475,No old price,TRUE,"        Table top,          120x60 cm",,,60
3123,89259840,MÖRBYLÅNGA / VOLFGANG,Tables & desks,3795,No old price,TRUE,"        Table and 4 chairs,          140x85 cm",,74,85
3124,89286805,BEKANT,Tables & desks,1000,No old price,TRUE,"        Storage unit with smart lock,          41x61 cm",45,61,41
3125,89304767,NORDVIKEN / LEIFARNE,Tables & desks,3165,No old price,TRUE,"        Table and 6 chairs,          210/289x105 cm",,,105
3126,89305168,NORDVIKEN / RÖNNINGE,Tables & desks,2875,No old price,TRUE,"        Table and 4 chairs,          152/223x95 cm",,,95
3127,99213941,KLIMPEN / LALLE,Tables & desks,850,No old price,TRUE,"        Table,          150x75 cm",,73,75
3128,99214200,LINNMON / GODVIN,Tables & desks,215,No old price,TRUE,"        Table,          120x60 cm",,74,60
3129,99251853,TORSBY / VOLFGANG,Tables & desks,2395,No old price,TRUE,        Table and 4 chairs,,73,85
3130,99288069,BEKANT,Tables & desks,6128,"SR 7,380",TRUE,"        Desk with screen,          320x160 55 cm",,,160
3131,99305158,NORDVIKEN / RÖNNINGE,Tables & desks,2875,No old price,TRUE,"        Table and 4 chairs,          152/223x95 cm",,,95
3132,29221256,MELLTORP / TEODORES,Tables & desks,579,No old price,TRUE,"        Table and 4 chairs,          125 cm",,72,75
3133,90222407,INGATORP,Tables & desks,945,No old price,TRUE,"        Extendable table,          155/215x87 cm",,74,87
3134,39306250,LERHAMN,Tables & desks,979,No old price,TRUE,"        Table and 4 chairs,          118x74 cm",,75,74
3135,19252168,MELLTORP / TEODORES,Tables & desks,499,SR 699,TRUE,"        Table and 4 chairs,          125 cm",,72,75
3136,59221189,VANGSTA / TEODORES,Tables & desks,925,No old price,TRUE,"        Table and 4 chairs,          120/180 cm",,,
3137,59306268,LERHAMN,Tables & desks,589,No old price,TRUE,"        Table and 2 chairs,          74x74 cm",,75,74
3138,69221278,EKEDALEN / EKEDALEN,Tables & desks,1695,No old price,TRUE,"        Table and 4 chairs,          120/180 cm",,,
3139,89304791,LANEBERG / EKEDALEN,Tables & desks,1595,No old price,TRUE,"        Table and 4 chairs,          130/190x80 cm",,,80
3140,79046038,HILVER,Tables & desks,745,No old price,TRUE,"        Table,          140x65 cm",,73,65
3141,9010702,MELLTORP / MARIUS,Tables & desks,299,No old price,TRUE,"        Table and 4 stools,          125 cm",,72,75
3142,19221450,EKEDALEN / EKEDALEN,Tables & desks,2345,No old price,TRUE,"        Table and 6 chairs,          180/240 cm",,,
3143,39285771,INGATORP / INGOLF,Tables & desks,3015,No old price,TRUE,"        Table and 6 chairs,          155/215x87 cm",,,87
3144,49217772,LINNMON / ALEX,Tables & desks,500,No old price,TRUE,"        Table,          150x75 cm",,74,75
